student_id,age,gender,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
19357,20,2,2.04,69.8,2,8.8,3,4,3,3
7327,18,2,1.12,46.5,2,5.5,3,1,3,3
9926,20,2,6.2,99.4,2,6.0,3,1,3,3
9094,24,2,7.0,68.8,2,9.0,3,0,3,3
4580,19,2,4.99,44.9,2,9.7,3,0,3,3
8841,19,2,1.66,77.0,2,7.2,3,3,3,3
304,24,2,4.26,65.0,2,4.1,3,0,3,3
4163,21,2,3.1,64.4,2,7.3,3,3,3,3
1766,24,2,5.07,50.0,2,7.4,3,0,3,3
15754,22,2,1.18,75.5,2,5.5,3,0,3,3
7581,17,2,0.67,92.5,2,8.9,3,3,3,3
4537,17,2,5.5,84.9,2,4.5,3,1,3,3
12794,23,2,2.02,60.5,2,7.9,3,1,3,3
9085,20,2,0.23,56.9,2,5.7,3,1,3,3
12166,21,2,5.77,53.9,2,9.9,3,2,3,3
17573,18,2,0.53,52.8,2,8.6,3,3,3,3
17713,19,2,1.32,58.7,2,9.5,3,4,3,3
466,24,2,4.92,64.7,2,4.8,3,4,3,3
17251,23,2,6.51,76.3,2,4.5,3,4,3,3
1198,24,2,3.55,89.3,2,5.4,3,3,3,3
17214,18,2,4.81,94.1,2,8.7,3,1,3,3
14678,18,2,2.46,73.1,2,9.9,3,2,3,3
4210,21,2,3.09,83.0,2,9.4,3,3,3,3
9565,24,2,1.9,92.4,2,9.4,3,4,3,3
17349,19,2,5.95,58.3,2,6.4,3,3,3,3
8888,24,2,0.08,92.3,2,8.3,3,1,3,3
6188,24,2,3.75,72.4,2,4.2,3,3,3,3
5124,22,2,1.86,75.8,2,5.6,3,0,3,3
18652,21,2,5.5,49.7,2,4.4,3,2,3,3
14823,19,2,1.89,56.5,2,4.8,3,2,3,3
11629,20,2,7.57,81.5,2,4.1,3,1,3,3
10111,21,2,5.98,42.6,2,5.3,3,3,3,3
7216,18,2,4.76,60.2,2,4.2,3,2,3,3
10908,18,2,3.2,78.1,2,8.4,3,2,3,3
9365,19,2,7.13,86.2,2,8.7,3,2,3,3
11087,20,2,0.5,64.3,2,4.1,3,0,3,3
6694,23,2,7.61,91.8,2,7.8,3,3,3,3
2532,23,2,1.13,45.5,2,8.4,3,0,3,3
17171,21,2,5.08,50.9,2,5.6,3,0,3,3
13765,20,2,7.78,53.9,2,4.2,3,0,3,3
4004,20,2,5.15,42.3,2,4.5,3,0,3,3
10723,17,2,3.82,77.6,2,6.2,3,3,3,3
2321,17,2,1.86,41.9,2,8.4,3,0,3,3
19886,23,2,4.16,82.5,2,8.8,3,4,3,3
2020,20,2,7.91,74.4,2,4.8,3,1,3,3
10139,18,2,0.15,46.2,2,8.9,3,3,3,3
14529,23,2,6.66,99.4,2,4.8,3,0,3,3
568,18,2,7.46,40.6,2,6.0,3,2,3,3
19420,21,2,1.41,65.3,2,6.8,3,1,3,3
12562,23,2,2.51,63.8,2,5.2,3,3,3,3
18786,21,2,4.08,46.2,2,6.8,3,2,3,3
4112,20,2,4.73,96.1,2,8.3,3,1,3,3
15910,23,2,7.77,92.1,2,6.1,3,4,3,3
4487,21,2,3.1,40.7,2,4.3,3,4,3,3
9587,24,2,5.88,81.9,2,6.7,3,2,3,3
14286,23,2,3.28,53.3,2,4.5,3,0,3,3
1946,17,2,3.68,69.6,2,8.8,3,4,3,3
5170,17,2,1.01,74.5,2,8.7,3,0,3,3
13208,18,2,1.67,90.0,2,7.7,3,0,3,3
17598,18,2,4.64,68.3,2,7.7,3,4,3,3
7488,21,2,7.16,72.1,2,6.3,3,0,3,3
10126,19,2,6.78,95.7,2,7.5,3,1,3,3
14858,21,2,2.36,64.9,2,7.2,3,3,3,3
2571,23,2,3.1,63.7,2,5.9,3,1,3,3
8539,17,2,5.21,89.9,2,4.5,3,2,3,3
10495,20,2,2.3,52.7,2,9.5,3,3,3,3
14968,23,2,5.68,88.8,2,6.9,3,4,3,3
11137,22,2,0.12,42.7,2,4.5,3,4,3,3
17443,19,2,3.23,80.6,2,7.3,3,1,3,3
6922,20,2,6.81,86.7,2,7.0,3,2,3,3
14434,22,2,0.98,76.3,2,6.0,3,1,3,3
5051,20,2,0.65,87.9,2,6.5,3,4,3,3
19252,22,2,1.53,56.1,2,8.7,3,2,3,3
14746,21,2,6.19,62.2,2,9.1,3,2,3,3
19500,18,2,5.39,75.5,2,5.3,3,1,3,3
8638,23,2,6.95,89.2,2,4.7,3,1,3,3
12578,19,2,4.31,61.6,2,5.6,3,0,3,3
4456,17,2,0.96,98.4,2,8.6,3,1,3,3
18140,19,2,1.82,46.5,2,4.8,3,2,3,3
3284,17,2,2.0,97.8,2,6.7,3,3,3,3
12931,20,2,2.55,63.6,2,7.0,3,3,3,3
1139,22,2,1.7,55.2,2,7.7,3,1,3,3
12062,19,2,2.63,51.5,2,5.7,3,0,3,3
10793,19,2,7.64,77.9,2,4.1,3,4,3,3
17232,22,2,1.68,48.0,2,9.5,3,4,3,3
12825,21,2,2.19,87.7,2,8.4,3,4,3,3
15114,19,2,6.33,46.8,2,7.9,3,0,3,3
9393,20,2,0.63,46.8,2,5.4,3,0,3,3
12306,19,2,3.87,45.8,2,4.8,3,1,3,3
7515,19,2,6.44,69.4,2,5.8,3,0,3,3
8461,22,2,4.14,64.7,2,5.5,3,0,3,3
2597,21,2,2.85,95.1,2,7.6,3,4,3,3
9329,20,2,3.44,93.3,2,9.0,3,1,3,3
19690,18,2,5.98,96.3,2,8.2,3,2,3,3
159,21,2,4.27,52.7,2,8.7,3,3,3,3
13714,18,2,7.26,78.3,2,6.3,3,0,3,3
2453,17,2,0.12,86.0,2,4.2,3,1,3,3
8538,23,2,6.47,56.8,2,4.1,3,1,3,3
1238,17,2,2.03,78.4,2,8.3,3,3,3,3
18022,20,2,0.39,58.0,2,6.0,3,1,3,3
19563,23,2,7.89,67.0,2,4.6,3,1,3,3
16284,19,2,4.26,83.4,2,7.2,3,4,3,3
2061,24,2,4.67,91.5,2,4.5,3,2,3,3
882,23,2,6.98,89.4,2,5.5,3,2,3,3
5872,20,2,5.29,72.6,2,5.8,3,1,3,3
3308,18,2,4.97,46.6,2,6.2,3,3,3,3
17167,19,2,2.52,64.1,2,5.2,3,1,3,3
19251,18,2,0.5,80.7,2,8.9,3,0,3,3
7548,23,2,6.86,78.7,2,9.9,3,3,3,3
4960,24,2,3.3,45.0,2,7.3,3,0,3,3
7051,24,2,4.21,82.7,2,9.8,3,2,3,3
14857,19,2,1.23,74.1,2,4.1,3,4,3,3
134,21,2,5.99,81.0,2,6.1,3,4,3,3
8422,22,2,1.54,53.2,2,4.1,3,0,3,3
6763,18,2,1.43,89.6,2,5.4,3,4,3,3
15548,24,2,7.81,60.0,2,6.8,3,2,3,3
8562,17,2,6.41,65.3,2,5.8,3,4,3,3
4803,18,2,5.82,79.7,2,6.5,3,1,3,3
7713,20,2,0.4,60.1,2,7.0,3,3,3,3
6300,18,2,5.25,78.0,2,7.9,3,2,3,3
15244,22,2,4.32,91.3,2,4.8,3,0,3,3
12415,17,2,6.08,52.7,2,7.4,3,3,3,3
18132,21,2,7.12,79.5,2,6.8,3,0,3,3
6506,19,2,7.91,70.7,2,7.3,3,1,3,3
409,24,2,5.61,93.2,2,9.8,3,3,3,3
10055,20,2,3.62,88.9,2,9.1,3,1,3,3
8047,20,2,3.85,75.4,2,9.8,3,2,3,3
8019,18,2,4.38,79.7,2,6.0,3,2,3,3
15994,18,2,3.21,40.6,2,9.6,3,1,3,3
2059,20,2,3.99,88.5,2,7.3,3,1,3,3
16105,24,2,6.13,40.6,2,6.1,3,0,3,3
12961,22,2,6.72,95.1,2,9.5,3,2,3,3
9239,22,2,1.0,76.1,2,4.1,3,1,3,3
5099,24,2,2.1,47.4,2,5.2,3,2,3,3
16664,22,2,1.79,48.5,2,6.0,3,1,3,3
7076,21,2,7.85,67.2,2,4.3,3,2,3,3
8248,20,2,6.8,74.0,2,9.0,3,3,3,3
2765,18,2,2.67,77.8,2,9.1,3,3,3,3
9787,21,2,2.75,96.1,2,5.2,3,0,3,3
6340,21,2,4.84,44.1,2,6.7,3,0,3,3
6499,19,2,3.83,66.3,2,9.2,3,4,3,3
14905,19,2,4.94,69.3,2,6.0,3,3,3,3
5822,22,2,6.75,84.7,2,7.8,3,3,3,3
15284,24,2,4.15,93.2,2,9.5,3,1,3,3
4717,24,2,7.33,65.9,2,7.0,3,2,3,3
5046,19,2,7.67,77.6,2,9.0,3,0,3,3
2216,20,2,3.61,62.3,2,7.2,3,3,3,3
8966,23,2,5.14,81.0,2,9.4,3,3,3,3
6995,22,2,1.79,94.6,2,4.6,3,4,3,3
17423,20,2,2.85,55.0,2,6.3,3,4,3,3
16669,18,2,5.45,87.0,2,5.1,3,2,3,3
3046,24,2,6.51,43.8,2,8.4,3,4,3,3
15692,19,2,0.53,46.0,2,5.5,3,4,3,3
1483,19,2,7.8,80.0,2,9.1,3,0,3,3
10667,20,2,7.05,74.2,2,4.1,3,0,3,3
5043,20,2,7.91,65.0,2,4.5,3,0,3,3
12557,18,2,0.62,49.8,2,6.5,3,2,3,3
2944,18,2,3.38,87.2,2,6.2,3,2,3,3
18601,19,2,5.67,79.3,2,9.6,3,2,3,3
14231,21,2,7.52,75.2,2,7.4,3,0,3,3
6633,18,2,7.85,44.4,2,8.2,3,0,3,3
7722,20,2,6.13,87.0,2,8.6,3,1,3,3
5445,19,2,4.01,43.6,2,8.1,3,4,3,3
17522,21,2,5.54,86.2,2,7.8,3,4,3,3
11878,22,2,4.81,44.7,2,9.6,3,3,3,3
19254,18,2,2.69,90.1,2,8.6,3,4,3,3
13409,19,2,5.16,72.1,2,8.0,3,4,3,3
19781,18,2,0.85,72.9,2,6.2,3,4,3,3
18784,23,2,4.96,88.7,2,8.8,3,1,3,3
11215,20,2,4.91,86.5,2,7.2,3,4,3,3
370,23,2,5.12,68.9,2,4.9,3,2,3,3
3694,19,2,5.33,45.3,2,9.8,3,1,3,3
2549,20,2,4.13,69.1,2,6.9,3,1,3,3
13675,18,2,2.1,52.9,2,9.3,3,0,3,3
643,23,2,7.84,91.3,2,6.7,3,0,3,3
15146,17,2,3.28,89.1,2,8.5,3,3,3,3
12163,18,2,1.03,78.0,2,5.7,3,3,3,3
3470,23,2,6.47,40.6,2,7.7,3,3,3,3
15061,22,2,2.69,71.6,2,5.7,3,1,3,3
12460,20,2,5.19,87.1,2,5.8,3,1,3,3
13288,19,2,2.61,70.3,2,7.3,3,4,3,3
16871,22,2,5.45,97.4,2,9.5,3,3,3,3
8884,19,2,0.11,58.1,2,6.4,3,2,3,3
4065,23,2,1.38,54.4,2,6.2,3,4,3,3
4782,21,2,7.47,75.5,2,8.9,3,0,3,3
1859,21,2,5.45,55.3,2,5.2,3,1,3,3
10734,20,2,6.64,50.6,2,5.5,3,1,3,3
6580,20,2,2.35,64.1,2,5.4,3,3,3,3
7736,19,2,6.69,92.9,2,5.1,3,3,3,3
13263,21,2,3.62,52.5,2,5.4,3,0,3,3
4344,19,2,5.73,59.9,2,8.8,3,2,3,3
18663,20,2,2.43,53.9,2,9.0,3,4,3,3
8782,18,2,5.93,53.0,2,4.6,3,3,3,3
13839,22,2,2.09,95.8,2,8.2,3,1,3,3
3356,20,2,7.65,57.3,2,9.9,3,3,3,3
522,18,2,6.48,49.5,2,8.5,3,0,3,3
4031,21,2,2.62,92.0,2,4.9,3,1,3,3
19419,20,2,5.51,55.1,2,6.8,3,0,3,3
17445,23,2,7.32,77.5,2,6.3,3,0,3,3
19441,17,2,0.97,79.0,2,4.8,3,3,3,3
14409,24,2,1.03,75.7,2,8.2,3,4,3,3
7257,24,2,5.25,57.6,2,5.7,3,1,3,3
18393,20,2,4.85,60.4,2,5.4,3,4,3,3
13279,17,2,4.24,78.8,2,8.1,3,0,3,3
9251,22,2,5.01,46.9,2,4.1,3,3,3,3
5701,21,2,4.52,95.5,2,8.5,3,3,3,3
16070,17,2,5.41,50.1,2,7.4,3,0,3,3
9543,19,2,6.91,96.7,2,4.4,3,1,3,3
16929,18,2,2.56,70.3,2,4.2,3,4,3,3
5438,17,2,0.55,96.1,2,7.1,3,2,3,3
4745,22,2,6.62,43.1,2,5.9,3,3,3,3
1058,23,2,7.21,76.4,2,6.2,3,2,3,3
18986,24,2,4.15,73.1,2,6.1,3,0,3,3
7959,24,2,3.7,58.9,2,6.1,3,0,3,3
10954,18,2,6.98,64.4,2,7.8,3,0,3,3
14275,20,2,3.85,76.1,2,5.9,3,4,3,3
873,17,2,4.46,88.7,2,7.9,3,4,3,3
11747,20,2,3.06,90.5,2,7.6,3,1,3,3
9040,18,2,4.9,77.0,2,8.1,3,1,3,3
16066,21,2,2.27,75.4,2,5.9,3,0,3,3
12604,20,2,1.08,51.9,2,6.2,3,2,3,3
4016,18,2,1.42,97.8,2,9.0,3,1,3,3
17543,19,2,3.61,43.1,2,8.4,3,2,3,3
4232,24,2,5.15,61.6,2,7.8,3,1,3,3
12302,23,2,7.7,42.7,2,8.0,3,3,3,3
307,19,2,7.32,62.9,2,9.2,3,4,3,3
16842,19,2,3.77,65.9,2,8.0,3,0,3,3
17699,18,2,5.55,64.0,2,7.2,3,2,3,3
3493,19,2,2.13,53.8,2,9.8,3,2,3,3
10521,24,2,6.62,65.7,2,8.8,3,4,3,3
5140,24,2,5.95,40.6,2,9.9,3,4,3,3
11040,21,2,1.14,54.7,2,5.8,3,0,3,3
12972,24,2,4.54,60.5,2,6.9,3,3,3,3
19183,20,2,7.49,43.2,2,6.2,3,1,3,3
5182,23,2,7.38,98.7,2,7.0,3,4,3,3
11362,23,2,3.95,63.5,2,6.1,3,1,3,3
11485,23,2,4.52,46.3,2,6.0,3,2,3,3
1925,19,2,5.13,93.8,2,4.3,3,4,3,3
18106,24,2,3.62,92.3,2,8.5,3,4,3,3
9536,21,2,4.38,65.4,2,4.4,3,4,3,3
13875,24,2,3.94,94.4,2,5.3,3,4,3,3
13596,18,2,5.83,87.1,2,6.4,3,4,3,3
16265,17,2,3.21,53.5,2,9.2,3,0,3,3
6209,19,2,3.65,90.5,2,9.1,3,2,3,3
1352,20,2,4.78,53.9,2,5.0,3,3,3,3
15694,21,2,0.46,53.1,2,8.7,3,0,3,3
12691,24,2,5.36,54.8,2,4.6,3,2,3,3
9599,21,2,4.1,81.7,2,9.9,3,0,3,3
5162,17,2,6.9,63.5,2,9.2,3,4,3,3
13188,23,2,6.41,45.9,2,7.4,3,4,3,3
867,23,2,2.56,60.3,2,7.3,3,3,3,3
13057,17,2,3.21,59.0,2,4.6,3,1,3,3
3345,21,2,6.27,87.1,2,7.5,3,1,3,3
8196,21,2,4.88,75.7,2,7.6,3,2,3,3
4302,22,2,7.89,87.2,2,5.8,3,4,3,3
9732,17,2,2.89,51.8,2,8.5,3,0,3,3
3534,24,2,6.34,62.6,2,9.9,3,0,3,3
2450,18,2,0.61,99.2,2,5.3,3,2,3,3
7622,21,2,6.3,99.0,2,5.0,3,4,3,3
18301,18,2,2.75,74.2,2,6.1,3,3,3,3
1186,19,2,5.52,84.1,2,4.2,3,1,3,3
4901,19,2,3.62,84.0,2,9.5,3,3,3,3
16962,17,2,5.18,50.7,2,7.9,3,2,3,3
5937,18,2,5.39,52.1,2,6.8,3,0,3,3
2265,17,2,1.53,94.2,2,5.3,3,2,3,3
261,23,2,3.72,57.7,2,7.9,3,0,3,3
17798,19,2,1.51,87.8,2,8.6,3,3,3,3
18502,18,2,1.07,40.6,2,6.4,3,0,3,3
3915,23,2,3.35,41.6,2,6.6,3,0,3,3
17685,19,2,1.94,94.7,2,4.3,3,4,3,3
1092,20,2,5.64,96.2,2,5.3,3,4,3,3
17018,24,2,6.66,57.5,2,5.5,3,2,3,3
6932,23,2,3.89,83.6,2,7.3,3,2,3,3
4650,19,2,2.33,95.6,2,6.1,3,0,3,3
2210,18,2,3.82,76.9,2,7.7,3,2,3,3
14384,19,2,0.92,48.6,2,8.9,3,1,3,3
16303,18,2,2.07,83.9,2,5.6,3,1,3,3
9839,17,2,5.11,72.0,2,9.1,3,0,3,3
7143,24,2,7.43,67.8,2,9.7,3,1,3,3
834,18,2,5.54,41.2,2,9.9,3,2,3,3
11514,18,2,6.38,89.3,2,4.5,3,0,3,3
10886,23,2,5.81,72.7,2,7.3,3,3,3,3
15817,17,2,3.29,52.4,2,6.5,3,3,3,3
19546,22,2,7.91,70.1,2,7.3,3,0,3,3
10460,18,2,6.01,96.7,2,8.4,3,0,3,3
8257,21,2,0.72,78.6,2,7.7,3,0,3,3
899,17,2,6.96,44.1,2,5.2,3,3,3,3
12511,21,2,2.02,73.4,2,4.2,3,1,3,3
5272,20,2,6.75,83.1,2,7.9,3,4,3,3
533,18,2,7.75,67.8,2,4.1,3,0,3,3
2418,19,2,6.24,90.9,2,5.5,3,0,3,3
18754,24,2,2.02,70.5,2,9.0,3,2,3,3
4677,21,2,7.66,78.3,2,5.5,3,0,3,3
2922,23,2,6.93,89.8,2,9.0,3,0,3,3
13710,18,2,7.91,41.8,2,9.8,3,3,3,3
2250,20,2,6.16,93.2,2,5.6,3,4,3,3
18188,18,2,7.86,53.7,2,6.5,3,4,3,3
5480,21,2,1.01,72.0,2,7.9,3,2,3,3
3474,24,2,4.99,99.0,2,5.2,3,4,3,3
15480,20,2,1.36,87.7,2,9.4,3,3,3,3
10457,19,2,4.32,46.8,2,4.2,3,0,3,3
8378,17,2,3.93,66.7,2,5.0,3,2,3,3
10589,24,2,3.0,81.6,2,9.1,3,2,3,3
1719,20,2,5.36,89.8,2,5.2,3,2,3,3
10606,22,2,3.61,61.9,2,7.7,3,1,3,3
5803,20,2,7.43,56.2,2,6.4,3,1,3,3
4193,22,2,3.61,61.8,2,5.4,3,3,3,3
2460,17,2,4.07,66.6,2,7.6,3,4,3,3
5294,22,2,3.16,65.4,2,4.9,3,3,3,3
6794,17,2,6.0,45.6,2,5.3,3,4,3,3
11322,20,2,5.52,92.3,2,4.1,3,1,3,3
430,22,2,2.96,89.2,2,7.4,3,3,3,3
2967,18,2,3.35,72.8,2,9.5,3,3,3,3
17830,20,2,5.6,87.2,2,9.1,3,3,3,3
17701,19,2,0.32,77.2,2,4.8,3,3,3,3
2116,18,2,7.14,55.4,2,5.9,3,3,3,3
9321,19,2,2.02,66.6,2,5.4,3,0,3,3
9502,18,2,3.06,95.5,2,8.6,3,3,3,3
17116,22,2,3.6,42.2,2,7.4,3,4,3,3
13062,19,2,6.37,50.6,2,5.9,3,3,3,3
19332,22,2,3.6,41.0,2,8.1,3,4,3,3
9101,18,2,7.17,54.6,2,6.4,3,0,3,3
11651,20,2,2.79,78.1,2,4.5,3,4,3,3
16955,20,2,3.04,94.5,2,9.9,3,1,3,3
3339,23,2,3.35,83.2,2,4.8,3,4,3,3
10076,18,2,5.11,72.1,2,6.9,3,2,3,3
7334,18,2,0.47,75.2,2,9.4,3,3,3,3
3009,22,2,1.64,51.1,2,6.6,3,3,3,3
18139,18,2,6.18,53.6,2,5.2,3,2,3,3
14131,18,2,0.08,49.1,2,4.1,3,0,3,3
17670,20,2,6.86,64.0,2,4.6,3,1,3,3
11934,23,2,5.14,47.5,2,6.8,3,2,3,3
6622,24,2,4.8,83.1,2,8.2,3,0,3,3
5854,22,2,6.75,59.1,2,9.7,3,1,3,3
17794,18,2,1.09,50.6,2,7.3,3,0,3,3
17856,24,2,5.86,66.6,2,8.8,3,3,3,3
7935,22,2,4.29,67.4,2,9.1,3,0,3,3
3692,22,2,2.78,56.2,2,4.7,3,2,3,3
11637,19,2,0.28,70.5,2,6.3,3,2,3,3
5768,19,2,0.93,72.6,2,4.6,3,2,3,3
9858,22,2,5.18,83.3,2,9.6,3,0,3,3
18522,24,2,7.62,93.2,2,5.8,3,4,3,3
4396,21,2,7.71,95.3,2,8.9,3,3,3,3
6206,24,2,0.81,41.0,2,4.5,3,2,3,3
2904,21,2,3.37,49.6,2,6.2,3,4,3,3
1840,21,2,1.63,89.7,2,5.4,3,2,3,3
11244,19,2,6.85,82.8,2,6.7,3,1,3,3
8897,19,2,4.87,85.7,2,8.2,3,1,3,3
17980,20,2,3.26,94.6,2,8.6,3,2,3,3
13359,17,2,3.2,60.9,2,5.2,3,0,3,3
10544,24,2,0.15,67.1,2,5.9,3,0,3,3
6759,19,2,3.39,75.4,2,7.4,3,1,3,3
14019,21,2,0.58,82.0,2,5.7,3,0,3,3
15335,20,2,7.0,65.9,2,5.9,3,4,3,3
6578,17,2,0.73,87.9,2,6.3,3,3,3,3
13102,23,2,0.51,40.7,2,4.8,3,4,3,3
17627,17,2,0.2,53.7,2,5.5,3,2,3,3
621,20,2,0.15,95.5,2,6.2,3,1,3,3
1657,23,2,0.23,98.3,2,5.3,3,3,3,3
2629,21,2,6.49,55.0,2,5.4,3,1,3,3
16788,22,2,1.12,99.4,2,9.4,3,2,3,3
17680,22,2,2.7,83.9,2,6.8,3,3,3,3
6509,22,2,3.97,96.5,2,4.6,3,1,3,3
12647,19,2,7.53,55.3,2,8.6,3,3,3,3
14086,17,2,7.59,76.6,2,5.2,3,0,3,3
18317,19,2,6.54,66.5,2,6.2,3,0,3,3
2000,19,2,4.29,73.1,2,8.6,3,0,3,3
18047,20,2,1.91,46.5,2,9.6,3,1,3,3
1687,20,2,7.84,90.3,2,9.5,3,1,3,3
3882,18,2,5.4,46.0,2,6.2,3,1,3,3
5287,19,2,0.83,71.8,2,5.7,3,3,3,3
6243,24,2,0.73,54.6,2,8.6,3,4,3,3
7519,18,2,5.45,90.3,2,5.1,3,2,3,3
13331,22,2,7.91,58.3,2,5.7,3,3,3,3
15654,23,2,6.36,45.0,2,9.6,3,0,3,3
4216,24,2,1.69,61.0,2,5.5,3,3,3,3
13893,23,2,7.34,61.7,2,4.3,3,1,3,3
6596,20,2,5.84,92.6,2,6.5,3,2,3,3
13586,22,2,2.86,94.7,2,8.7,3,0,3,3
16678,20,2,6.04,64.7,2,5.0,3,1,3,3
8292,19,2,4.4,92.3,2,4.4,3,3,3,3
3323,23,2,3.99,76.7,2,7.5,3,4,3,3
7225,21,2,7.13,61.1,2,8.5,3,3,3,3
1724,22,2,2.2,57.4,2,6.2,3,3,3,3
5748,18,2,5.84,57.0,2,9.0,3,1,3,3
6105,23,2,2.03,90.5,2,7.1,3,0,3,3
16536,18,2,6.18,60.4,2,6.4,3,1,3,3
19197,22,2,1.98,80.1,2,9.7,3,3,3,3
2408,22,2,5.31,93.6,2,6.1,3,3,3,3
12222,17,2,2.35,91.4,2,6.4,3,2,3,3
3466,22,2,5.88,63.6,2,9.3,3,0,3,3
8150,17,2,5.06,46.8,2,7.7,3,2,3,3
9572,23,2,5.71,53.1,2,9.0,3,4,3,3
12006,21,2,0.08,48.0,2,5.8,3,4,3,3
2172,22,2,3.03,55.7,2,7.9,3,0,3,3
16013,20,2,4.34,48.0,2,5.6,3,1,3,3
7832,19,2,6.81,48.6,2,8.1,3,4,3,3
3605,24,2,6.39,88.4,2,5.9,3,4,3,3
8727,24,2,2.65,59.3,2,4.4,3,3,3,3
18329,20,2,4.01,96.9,2,5.4,3,1,3,3
444,20,2,6.03,61.1,2,9.1,3,1,3,3
3077,17,2,6.6,50.4,2,7.9,3,3,3,3
19997,18,2,6.5,71.3,2,5.0,3,3,3,3
15177,22,2,6.52,53.3,2,9.2,3,0,3,3
377,22,2,5.42,70.2,2,4.5,3,0,3,3
3461,20,2,7.06,60.0,2,6.4,3,3,3,3
9580,22,2,4.22,43.9,2,8.3,3,2,3,3
826,17,2,6.01,55.6,2,5.6,3,0,3,3
7471,22,2,1.91,48.3,2,8.0,3,0,3,3
705,18,2,0.69,93.2,2,7.5,3,0,3,3
18966,24,2,7.78,88.4,2,7.5,3,2,3,3
15559,21,2,4.47,51.9,2,6.1,3,3,3,3
4013,22,2,4.33,72.3,2,8.3,3,1,3,3
2656,21,2,0.27,90.6,2,6.2,3,1,3,3
5478,22,2,2.36,53.4,2,8.5,3,0,3,3
4951,19,2,5.0,43.5,2,4.3,3,2,3,3
8294,17,2,5.83,86.8,2,7.3,3,1,3,3
13266,24,2,7.59,79.8,2,4.8,3,3,3,3
11037,20,2,1.82,74.6,2,6.9,3,1,3,3
10438,19,2,7.56,65.7,2,4.8,3,3,3,3
5839,19,2,7.55,87.1,2,9.7,3,3,3,3
9253,19,2,6.63,69.9,2,9.1,3,2,3,3
17679,21,2,6.2,51.4,2,7.8,3,0,3,3
7600,19,2,2.01,77.5,2,4.8,3,2,3,3
19096,22,2,6.85,75.1,2,7.4,3,3,3,3
10813,21,2,2.36,54.5,2,8.1,3,4,3,3
3443,20,2,4.78,64.1,2,7.5,3,0,3,3
5974,17,2,2.22,48.5,2,5.5,3,2,3,3
9951,20,2,5.03,78.0,2,5.9,3,1,3,3
6821,23,2,3.74,66.8,2,9.9,3,0,3,3
10039,24,2,3.11,83.7,2,9.8,3,3,3,3
8699,20,2,0.6,67.3,2,8.5,3,1,3,3
209,19,2,5.61,58.6,2,4.2,3,0,3,3
2338,23,2,4.62,64.6,2,5.3,3,4,3,3
15777,19,2,0.66,88.2,2,6.9,3,4,3,3
4873,17,2,4.19,97.3,2,4.8,3,4,3,3
3067,23,2,5.44,46.5,2,7.0,3,0,3,3
16890,23,2,4.52,98.5,2,6.7,3,4,3,3
11538,19,2,4.18,62.1,2,8.6,3,4,3,3
5622,17,2,7.9,60.5,2,4.8,3,0,3,3
4802,21,2,0.22,48.7,2,6.6,3,2,3,3
3910,24,2,4.69,43.6,2,7.8,3,1,3,3
13377,19,2,1.64,45.5,2,5.5,3,1,3,3
7528,18,2,0.63,42.8,2,9.9,3,3,3,3
15723,23,2,5.22,43.1,2,7.9,3,4,3,3
17894,17,2,4.87,61.8,2,8.6,3,4,3,3
14150,23,2,3.63,74.2,2,4.3,3,4,3,3
704,18,2,2.79,60.5,2,5.5,3,1,3,3
8866,23,2,3.96,81.3,2,6.7,3,4,3,3
5173,23,2,7.46,65.0,2,7.0,3,0,3,3
1935,18,2,3.7,70.4,2,6.2,3,0,3,3
18741,18,2,7.48,96.6,2,7.2,3,4,3,3
18457,23,2,7.91,80.8,2,8.9,3,3,3,3
4695,22,2,3.54,95.3,2,7.5,3,1,3,3
5166,17,2,3.53,81.7,2,7.7,3,1,3,3
13466,23,2,3.01,88.4,2,8.6,3,3,3,3
5527,21,2,5.44,92.5,2,8.8,3,3,3,3
10501,17,2,1.98,89.4,2,6.1,3,1,3,3
14188,23,2,5.87,85.2,2,4.6,3,2,3,3
2805,18,2,3.56,68.3,2,7.0,3,0,3,3
13727,17,2,4.55,62.4,2,6.0,3,1,3,3
2703,18,2,4.69,87.7,2,9.0,3,3,3,3
15972,18,2,7.34,43.8,2,9.1,3,3,3,3
12974,19,2,2.38,85.1,2,6.3,3,3,3,3
462,18,2,6.61,55.7,2,8.6,3,1,3,3
13915,24,2,5.79,90.3,2,4.6,3,2,3,3
754,24,2,3.73,83.8,2,4.2,3,4,3,3
8157,17,2,5.26,74.1,2,6.8,3,0,3,3
11901,24,2,7.82,99.4,2,7.3,3,0,3,3
15406,21,2,3.8,53.2,2,6.8,3,4,3,3
14954,20,2,2.92,78.0,2,6.8,3,0,3,3
8014,20,2,4.19,72.0,2,6.4,3,2,3,3
4130,20,2,5.01,44.5,2,5.3,3,4,3,3
1050,17,2,5.89,66.2,2,8.3,3,1,3,3
14790,23,2,3.57,40.6,2,6.9,3,1,3,3
17636,23,2,2.48,63.3,2,6.9,3,4,3,3
10514,21,2,0.23,73.0,2,7.2,3,3,3,3
14356,24,2,2.12,66.8,2,9.1,3,3,3,3
12545,21,2,6.68,50.8,2,4.9,3,0,3,3
19649,18,2,6.9,42.6,2,4.3,3,4,3,3
17690,23,2,0.14,98.1,2,7.6,3,4,3,3
